filename	    accent	   study set spk	gender
G00473S1002.wav	American	abx	dev	G00473	Female
G00473S1003.wav	American	abx	dev	G00473	Female
G00473S1004.wav	American	abx	dev	G00473	Female
G00473S1006.wav	American	abx	dev	G00473	Female
G00473S1007.wav	American	abx	dev	G00473	Female
G00473S1008.wav	American	abx	dev	G00473	Female
G00473S1009.wav	American	abx	dev	G00473	Female
G00473S1010.wav	American	abx	dev	G00473	Female
G00473S1011.wav	American	abx	dev	G00473	Female
G00473S1012.wav	American	abx	dev	G00473	Female
G00473S1013.wav	American	abx	dev	G00473	Female
G00473S1014.wav	American	abx	dev	G00473	Female
G00473S1015.wav	American	abx	dev	G00473	Female
G00473S1016.wav	American	abx	dev	G00473	Female
G00473S1018.wav	American	abx	dev	G00473	Female
G00473S1019.wav	American	abx	dev	G00473	Female
G00473S1021.wav	American	abx	dev	G00473	Female
G00473S1022.wav	American	abx	dev	G00473	Female
G00473S1024.wav	American	abx	dev	G00473	Female
G00473S1026.wav	American	abx	dev	G00473	Female
G00473S1027.wav	American	abx	dev	G00473	Female
G00473S1028.wav	American	abx	dev	G00473	Female
G00473S1029.wav	American	abx	dev	G00473	Female
G00473S1030.wav	American	abx	dev	G00473	Female
G00473S1031.wav	American	abx	dev	G00473	Female
G00473S1032.wav	American	abx	dev	G00473	Female
G00473S1035.wav	American	abx	dev	G00473	Female
G00473S1036.wav	American	abx	dev	G00473	Female
G00473S1038.wav	American	abx	dev	G00473	Female
G00473S1040.wav	American	abx	dev	G00473	Female
G00473S1041.wav	American	abx	dev	G00473	Female
G00473S1044.wav	American	abx	dev	G00473	Female
G00473S1045.wav	American	abx	dev	G00473	Female
G00473S1046.wav	American	abx	dev	G00473	Female
G00473S1048.wav	American	abx	dev	G00473	Female
G00473S1049.wav	American	abx	dev	G00473	Female
G00473S1050.wav	American	abx	dev	G00473	Female
G00473S1051.wav	American	abx	dev	G00473	Female
G00473S1052.wav	American	abx	dev	G00473	Female
G00473S1054.wav	American	abx	dev	G00473	Female
G00473S1056.wav	American	abx	dev	G00473	Female
G00473S1057.wav	American	abx	dev	G00473	Female
G00473S1060.wav	American	abx	dev	G00473	Female
G00473S1061.wav	American	abx	dev	G00473	Female
G00473S1062.wav	American	abx	dev	G00473	Female
G00473S1063.wav	American	abx	dev	G00473	Female
G00473S1064.wav	American	abx	dev	G00473	Female
G00473S1065.wav	American	abx	dev	G00473	Female
G00473S1066.wav	American	abx	dev	G00473	Female
G00473S1070.wav	American	abx	dev	G00473	Female
G00473S1071.wav	American	abx	dev	G00473	Female
G00473S1072.wav	American	abx	dev	G00473	Female
G00473S1073.wav	American	abx	dev	G00473	Female
G00473S1074.wav	American	abx	dev	G00473	Female
G00473S1075.wav	American	abx	dev	G00473	Female
G00473S1077.wav	American	abx	dev	G00473	Female
G00473S1078.wav	American	abx	dev	G00473	Female
G00473S1079.wav	American	abx	dev	G00473	Female
G00473S1080.wav	American	abx	dev	G00473	Female
G00473S1082.wav	American	abx	dev	G00473	Female
G00473S1084.wav	American	abx	dev	G00473	Female
G00473S1085.wav	American	abx	dev	G00473	Female
G00473S1086.wav	American	abx	dev	G00473	Female
G00473S1090.wav	American	abx	dev	G00473	Female
G00473S1091.wav	American	abx	dev	G00473	Female
G00473S1092.wav	American	abx	dev	G00473	Female
G00473S1093.wav	American	abx	dev	G00473	Female
G00473S1095.wav	American	abx	dev	G00473	Female
G00473S1096.wav	American	abx	dev	G00473	Female
G00473S1097.wav	American	abx	dev	G00473	Female
G00473S1098.wav	American	abx	dev	G00473	Female
G00473S1099.wav	American	abx	dev	G00473	Female
G00473S1100.wav	American	abx	dev	G00473	Female
G00473S1102.wav	American	abx	dev	G00473	Female
G00473S1103.wav	American	abx	dev	G00473	Female
G00473S1104.wav	American	abx	dev	G00473	Female
G00473S1105.wav	American	abx	dev	G00473	Female
G00473S1108.wav	American	abx	dev	G00473	Female
G00473S1109.wav	American	abx	dev	G00473	Female
G00473S1111.wav	American	abx	dev	G00473	Female
G00473S1115.wav	American	abx	dev	G00473	Female
G00473S1116.wav	American	abx	dev	G00473	Female
G00473S1119.wav	American	abx	dev	G00473	Female
G00473S1120.wav	American	abx	dev	G00473	Female
G00473S1121.wav	American	abx	dev	G00473	Female
G00473S1122.wav	American	abx	dev	G00473	Female
G00473S1123.wav	American	abx	dev	G00473	Female
G00473S1124.wav	American	abx	dev	G00473	Female
G00473S1125.wav	American	abx	dev	G00473	Female
G00473S1126.wav	American	abx	dev	G00473	Female
G00473S1127.wav	American	abx	dev	G00473	Female
G00473S1128.wav	American	abx	dev	G00473	Female
G00473S1129.wav	American	abx	dev	G00473	Female
G00473S1130.wav	American	abx	dev	G00473	Female
G00473S1132.wav	American	abx	dev	G00473	Female
G00473S1133.wav	American	abx	dev	G00473	Female
G00473S1134.wav	American	abx	dev	G00473	Female
G00473S1136.wav	American	abx	dev	G00473	Female
G00473S1137.wav	American	abx	dev	G00473	Female
G00473S1138.wav	American	abx	dev	G00473	Female
G00473S1139.wav	American	abx	dev	G00473	Female
G00473S1140.wav	American	abx	dev	G00473	Female
G00473S1141.wav	American	abx	dev	G00473	Female
G00473S1142.wav	American	abx	dev	G00473	Female
G00473S1143.wav	American	abx	dev	G00473	Female
G00473S1145.wav	American	abx	dev	G00473	Female
G00473S1146.wav	American	abx	dev	G00473	Female
G00473S1147.wav	American	abx	dev	G00473	Female
G00473S1148.wav	American	abx	dev	G00473	Female
G00473S1149.wav	American	abx	dev	G00473	Female
G00473S1150.wav	American	abx	dev	G00473	Female
G00473S1151.wav	American	abx	dev	G00473	Female
G00473S1152.wav	American	abx	dev	G00473	Female
G00473S1153.wav	American	abx	dev	G00473	Female
G00473S1154.wav	American	abx	dev	G00473	Female
G00473S1155.wav	American	abx	dev	G00473	Female
G00473S1156.wav	American	abx	dev	G00473	Female
G00473S1159.wav	American	abx	dev	G00473	Female
G00473S1161.wav	American	abx	dev	G00473	Female
G00473S1162.wav	American	abx	dev	G00473	Female
G00473S1163.wav	American	abx	dev	G00473	Female
G00473S1164.wav	American	abx	dev	G00473	Female
G00473S1165.wav	American	abx	dev	G00473	Female
G00473S1166.wav	American	abx	dev	G00473	Female
G00473S1167.wav	American	abx	dev	G00473	Female
G00473S1168.wav	American	abx	dev	G00473	Female
G00473S1169.wav	American	abx	dev	G00473	Female
G00473S1170.wav	American	abx	dev	G00473	Female
G00473S1171.wav	American	abx	dev	G00473	Female
G00473S1172.wav	American	abx	dev	G00473	Female
G00473S1173.wav	American	abx	dev	G00473	Female
G00473S1175.wav	American	abx	dev	G00473	Female
G00473S1176.wav	American	abx	dev	G00473	Female
G00473S1177.wav	American	abx	dev	G00473	Female
G00473S1179.wav	American	abx	dev	G00473	Female
G00473S1180.wav	American	abx	dev	G00473	Female
G00473S1188.wav	American	abx	dev	G00473	Female
G00473S1189.wav	American	abx	dev	G00473	Female
G00473S1190.wav	American	abx	dev	G00473	Female
G00473S1191.wav	American	abx	dev	G00473	Female
G00473S1192.wav	American	abx	dev	G00473	Female
G00473S1195.wav	American	abx	dev	G00473	Female
G00473S1196.wav	American	abx	dev	G00473	Female
G00473S1198.wav	American	abx	dev	G00473	Female
G00473S1199.wav	American	abx	dev	G00473	Female
G01405S1002.wav	American	abx	dev	G01405	Male
G01405S1003.wav	American	abx	dev	G01405	Male
G01405S1004.wav	American	abx	dev	G01405	Male
G01405S1005.wav	American	abx	dev	G01405	Male
G01405S1007.wav	American	abx	dev	G01405	Male
G01405S1008.wav	American	abx	dev	G01405	Male
G01405S1009.wav	American	abx	dev	G01405	Male
G01405S1010.wav	American	abx	dev	G01405	Male
G01405S1011.wav	American	abx	dev	G01405	Male
G01405S1014.wav	American	abx	dev	G01405	Male
G01405S1016.wav	American	abx	dev	G01405	Male
G01405S1019.wav	American	abx	dev	G01405	Male
G01405S1020.wav	American	abx	dev	G01405	Male
G01405S1021.wav	American	abx	dev	G01405	Male
G01405S1024.wav	American	abx	dev	G01405	Male
G01405S1025.wav	American	abx	dev	G01405	Male
G01405S1026.wav	American	abx	dev	G01405	Male
G01405S1027.wav	American	abx	dev	G01405	Male
G01405S1028.wav	American	abx	dev	G01405	Male
